Site,Habitat,Season,Chgouldii,Chmorio,CG/Mormlp,MormII,Mschocean,Nyctspp,Mmacropus,Nspp/Mmacr,Scotspp.,Taustralis,Vdarlingtoni,Vregulus,Vvulturnus,Unidentified,BatSpecies,BatActivity,Col,Dip,Eph,Hem,Lep,Hym,Tri,Manto,Psoc,Orth,Neur,Derm,Bla,Iso,Odo,Plec,Insectabundance,TotalOrder,Moon,NatEx,Bioregion,Size,SQQ,Water Depth,Imp 5km,Imp2km,Imp1km,Imp500m,NDVI2km,NDVI1km,NDVI500m,Trees 5km,Trees2km,Trees1km,Trees500m,House500,House1km,House2km,House5km,Light500m,Light1km,Light2km,Light5km,Road500m,Road1km,Road2km,Road5km,Distriver,Distwetland,Distwater,Distbushland,Aqvegcov,EphemVeg,TreeCoverage,TreesLarge>20dbh.plot,TreesSmall<20dbh.plot,Trees total.plot,Shrubs.plot,Hollows.total,Otherroostsnumber.total,TotalRoost,Distance1sttree,Temp,Humidity
Southern Road,1,1,7,80,0,0,15,0,0,0,0,0,0,0,107,0,4,209,0,63,0,0,20,0,0,0,0,0,0,0,0,0,0,0,83,2,1,NA,1,3046.45888,5.9204,1.6,436.4007451,431.4528127,507.3364255,517.58316,0.398573149,0.351393576,0.306092215,84469,24374,5824,1657,8194609.686,70317826.8,269279001.3,463205604.9,NA,62.2757111,62.2566147,62.1820602,118.0992749,118.7817476,116.1058897,113.1383477,16892.04321,600.61,600.61,1457.19,0.46,0,0,0,0,0,0,0,0,0,0,13.83604444,71.95354444
Southern Road,1,2,22,0,1,0,0,0,0,0,0,4,0,0,12,0,4,39,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,2,NA,1,3046.45888,5.9204,1.6,436.4007451,431.4528127,507.3364255,517.58316,0.398573149,0.351393576,0.306092215,84469,24374,5824,1657,8194609.686,70317826.8,269279001.3,463205604.9,NA,62.2757111,62.2566147,62.1820602,118.0992749,118.7817476,116.1058897,113.1383477,16892.04321,600.61,600.61,1457.19,0.46,0,0,0,0,0,0,0,0,0,0,12.6364434,84.8059717
Station Waters,1,1,17,0,1,0,0,1,0,1,0,0,0,0,0,1,4,20,62,65,0,105,61,34,90,0,0,0,1,0,0,0,0,0,418,7,2,1,4,11204.83655,0.51209248,2,399.9564736,387.4510616,381.5537766,396.687314,0.36746239,0.34320964,0.359987586,381,2067,1865,984,593302.2887,3445145.025,39124329.83,148012839.5,62.7738152,62.7531128,62.7118988,62.4312286,100.9325131,103.79599,99.77333201,109.4878792,5241.429073,167.09,167.09,6224.53,0.16,0.93,0.1,4,1,5,0,0,0,0,0.5,22.54961321,75.72516981
Station Waters,1,2,71,0,1,0,0,0,0,0,0,0,0,1,5,0,4,78,4,0,0,1,4,9,0,0,0,0,0,1,0,0,0,0,19,5,2,1,4,11204.83655,0.51209248,2,399.9564736,387.4510616,381.5537766,396.687314,0.36746239,0.34320964,0.359987586,381,2067,1865,984,593302.2887,3445145.025,39124329.83,148012839.5,62.7738152,62.7531128,62.7118988,62.4312286,100.9325131,103.79599,99.77333201,109.4878792,5241.429073,167.09,167.09,6224.53,0.16,0.93,0.1,4,1,5,0,0,0,0,0.5,21.69409434,75.01942265
Stockland,1,1,188,9,7,0,0,0,0,0,9,4,34,3,17,4,9,275,169,10,0,33,67,122,0,0,0,2,0,2,0,0,1,0,406,8,2,1,4,8175.31647,0.737209155,1.5,287.1983618,276.3912556,261.0882041,214.722323,0.528369129,0.497202315,0.477694376,98184,17902,6272,1188,798592.7076,4385554.988,20071694.11,118808361.8,45.5121956,38.281662,47.438446,25.8834553,111.4509686,120.3045056,107.007953,117.8737765,626.4474036,1176.23,626.4474036,320.91,0.32,0.95,0.01,1,0,1,0,2,1,3,14,21.92839623,59.30427358
Stockland,1,2,77,8,5,1,0,0,0,0,3,127,43,0,15,3,9,282,5,69,0,0,32,258,8,0,0,0,0,0,0,0,0,0,372,5,2,1,4,8175.31647,0.737209155,1.5,287.1983618,276.3912556,261.0882041,214.722323,0.528369129,0.497202315,0.477694376,98184,17902,6272,1188,798592.7076,4385554.988,20071694.11,118808361.8,45.5121956,38.281662,47.438446,25.8834553,111.4509686,120.3045056,107.007953,117.8737765,626.4474036,1176.23,626.4474036,320.91,0.32,0.95,0.01,1,0,1,0,2,1,3,14,15.25766038,75.01942265
Tim Nev,1,1,2,1,0,0,0,0,0,0,1,2,0,0,1,5,6,12,106,27,0,30,62,6,41,0,0,2,0,3,0,1,0,0,278,9,2,2,1,2676.76667,0.272255071,2.5,407.6010337,366.9289941,315.1189953,336.081247,0.429224945,0.426047797,0.470814437,12475,94530,19189,3951,3132731.862,5751890.08,17346514.28,218168882.2,61.551281,61.348896,60.6848183,NA,116.3705526,132.1063359,127.3204557,122.9876126,13705.7014,1912.88,1912.88,552.74,0.04,0.18,0.1,1,0,1,3,0,1,1,3.5,17.73336735,82.42772449
Tim Nev,1,2,13,3,0,1,1,2,1,3,0,3,2,0,3,2,10,31,6,3,0,0,12,1,2,0,0,0,0,0,0,0,0,0,24,5,1,2,1,2676.76667,0.272255071,2.5,407.6010337,366.9289941,315.1189953,336.081247,0.429224945,0.426047797,0.470814437,12475,94530,19189,3951,3132731.862,5751890.08,17346514.28,218168882.2,61.551281,61.348896,60.6848183,NA,116.3705526,132.1063359,127.3204557,122.9876126,13705.7014,1912.88,1912.88,552.74,0.04,0.18,0.1,1,0,1,3,0,1,1,3.5,17.17919608,75.01942265
Truganina,1,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,7,6,88,0,0,61,5,2,0,0,0,0,0,0,0,0,0,162,5,2,NA,4,21772.47276,1.862732186,3,593.9342532,358.3643306,286.5283504,252.379567,0.296853227,0.459779876,0.336947763,154467,5195,4376,737,851737.0518,3699122.3,12538273.64,120544692.5,61.8470573,62.3495941,60.4679604,31.0595245,82.13297233,117.5848591,121.1134999,131.6774391,8634.72233,447.34,447.34,10592,0.16,0.2,0,0,0,0,0,0,0,0,25,23.67628302,53.93113208
Truganina,1,2,17,1,0,0,0,0,0,0,0,0,0,0,6,1,4,25,69,149,0,2,189,5,9,0,0,1,0,0,0,0,0,0,424,7,2,NA,4,21772.47276,1.862732186,3,593.9342532,358.3643306,286.5283504,252.379567,0.296853227,0.459779876,0.336947763,154467,5195,4376,737,851737.0518,3699122.3,12538273.64,120544692.5,61.8470573,62.3495941,60.4679604,31.0595245,82.13297233,117.5848591,121.1134999,131.6774391,8634.72233,447.34,447.34,10592,0.16,0.2,0,0,0,0,0,0,0,0,25,16.53666981,75.01942265
Valley Reserve,1,1,166,2,4,0,0,4,0,4,9,1,0,0,9,10,8,205,4,3,0,1,6,1,2,0,0,0,0,0,0,0,0,0,17,6,1,1,1,5866.05903,1.152317098,1,323.5884745,273.24243,191.7453986,186.347969,0.372123583,0.422889647,0.463319021,218175,89517,34401,10517,731191.9246,4125895.575,48525647.59,328239582,63,62.6705208,62.7354317,62.8023148,99.32582192,108.3616546,121.7572664,113.2271288,11422.6187,37.14,37.14,340.83,0.71,1,0.05,3,1,4,1,1,1,2,21,12.23743878,76.37856122
Valley Reserve,1,2,3,4,0,0,0,0,0,0,1,6,0,0,1,0,5,15,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,3,2,1,1,5866.05903,1.152317098,1,323.5884745,273.24243,191.7453986,186.347969,0.372123583,0.422889647,0.463319021,218175,89517,34401,10517,731191.9246,4125895.575,48525647.59,328239582,63,62.6705208,62.7354317,62.8023148,99.32582192,108.3616546,121.7572664,113.2271288,11422.6187,37.14,37.14,340.83,0.71,1,0.05,3,1,4,1,1,1,2,21,12.42629245,91.33596226
Watervale,1,1,260,0,11,0,0,0,0,0,1,0,0,0,0,1,4,273,6,6,0,3,9,5,4,0,0,0,0,1,0,1,1,0,36,9,2,1,4,1840.66648,0.3681,2,410.4940393,361.0279338,354.3412294,399.403944,0.318510898,0.262527499,0.284162729,12,133,101,90,637839.2781,2780122.832,14447016.51,241006982.1,62.5250015,62.4124985,NA,NA,77.02147332,76.7871864,84.37993068,104.053865,5094.639493,575.07,575.07,2789.18,0.38,0.05,0.4,1,2,3,0,0,0,0,1.5,21.47832075,59.43272642
Watervale,1,2,51,0,3,0,0,0,0,0,1,4,0,0,0,0,4,59,16,13,0,5,39,3,4,0,0,0,0,0,0,0,0,0,80,6,1,1,4,1840.66648,0.3681,2,410.4940393,361.0279338,354.3412294,399.403944,0.318510898,0.262527499,0.284162729,12,133,101,90,637839.2781,2780122.832,14447016.51,241006982.1,62.5250015,62.4124985,NA,NA,77.02147332,76.7871864,84.37993068,104.053865,5094.639493,575.07,575.07,2789.18,0.38,0.05,0.4,1,2,3,0,0,0,0,1.5,16.14532075,83.61231132
Waterways Bowen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,23,108,0,66,0,25,0,0,0,0,0,0,0,0,0,234,5,2,1,1,82609.82724,3.900861655,1.5,423.1182918,496.9736355,377.2557127,306.618238,0.570225679,0.47577503,0.404752003,19000,9797,3025,257,791456.2183,3550386.523,17230374.68,277178070.4,60.8045959,61.3964577,61.3649292,60.9574547,83.51770013,98.19452264,107.8590491,113.9839331,21999.56675,320.19,320.19,846.46,0.05,0.75,0.05,1,4,5,0,0,0,0,10,16.72460204,85.95959184
Waterways Bowen,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1,2,3,0,0,0,0,0,0,0,0,0,0,25,5,2,1,1,82609.82724,3.900861655,1.5,423.1182918,496.9736355,377.2557127,306.618238,0.570225679,0.47577503,0.404752003,19000,9797,3025,257,791456.2183,3550386.523,17230374.68,277178070.4,60.8045959,61.3964577,61.3649292,60.9574547,83.51770013,98.19452264,107.8590491,113.9839331,21999.56675,320.19,320.19,846.46,0.05,0.75,0.05,1,4,5,0,0,0,0,10,13.74963208,79.50596939
Wattle Park,1,1,444,4,0,1,0,2,0,2,103,6,0,0,10,118,9,688,291,422,0,116,290,72,78,0,1,2,0,0,0,1,0,0,1273,9,2,1,1,163.55319,0.343963856,1,220.3522418,208.8131606,206.9347195,204.049558,0.410670578,0.443064164,0.516273337,154467,60958,26820,6482,2209397.149,5969037.351,26486092.1,176955864.7,62.2117691,62.2967796,62.2590446,NA,89.76305008,104.2981383,108.4359465,111.3391571,7103.477653,897.11,897.11,3899.57,0.8,0.98,1,0,2,2,0,2,2,4,10,19.43864151,76.40879245
Wattle Park,1,2,94,6,24,0,0,5,0,5,22,3,0,0,48,31,8,233,13,38,0,18,34,10,5,0,0,1,0,0,0,0,0,0,119,7,2,1,1,163.55319,0.343963856,1,220.3522418,208.8131606,206.9347195,204.049558,0.410670578,0.443064164,0.516273337,154467,60958,26820,6482,2209397.149,5969037.351,26486092.1,176955864.7,62.2117691,62.2967796,62.2590446,NA,89.76305008,104.2981383,108.4359465,111.3391571,7103.477653,897.11,897.11,3899.57,0.8,0.98,1,0,2,2,0,2,2,4,10,16.00137037,75.01942265
Woodland,1,1,35,0,0,0,0,4,0,4,4,0,0,0,5,5,5,53,79,342,0,56,110,26,9,0,0,0,1,1,0,6,0,0,630,9,2,NA,1,5818.52315,1.431279676,2,300.2468067,294.4962087,279.9469961,278.205683,0.374249467,0.346216195,0.385402679,3235,15475,9969,2719,1265311.967,5669690.352,38525230.47,270991135.7,62.9529381,62.9470596,62.9078445,62.720932,89.74668051,119.6289096,121.7829462,115.1593842,1516.570097,3255,1516.570097,546.24,0.05,0.15,0.3,3,1,4,0,0,0,0,30,22.33513208,59.00648113
Woodland,1,2,13,3,0,0,0,2,0,2,0,1,0,0,1,1,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,5818.52315,1.431279676,2,300.2468067,294.4962087,279.9469961,278.205683,0.374249467,0.346216195,0.385402679,3235,15475,9969,2719,1265311.967,5669690.352,38525230.47,270991135.7,62.9529381,62.9470596,62.9078445,62.720932,89.74668051,119.6289096,121.7829462,115.1593842,1516.570097,3255,1516.570097,546.24,0.05,0.15,0.3,3,1,4,0,0,0,0,30,17.22793396,79.1164717
Wurundjeri,1,1,20,0,1,0,0,0,0,0,3,1,0,0,1,1,6,27,8,32,0,4,62,8,3,0,1,0,2,0,0,0,0,0,120,8,2,1,1,3627.42782,0.109144903,1,232.846909,223.4530605,242.3886387,225.699636,0.39258031,0.401554715,0.418304615,154467,30673,15921,3581,18426984.76,26741828.84,48673183.32,187022176.9,62.1500015,62.1948166,62.2955246,NA,107.1301697,111.42499,106.9976522,108.040677,8895.030282,585.98,585.98,1678.22,0.91,1,0.01,0,1,1,0,0,0,0,6,19.04718868,80.89266981
Wurundjeri,1,2,3,1,0,0,0,0,0,0,0,1,0,0,2,0,4,7,16,13,0,5,69,3,4,0,0,0,0,0,0,0,0,0,110,6,2,1,1,3627.42782,0.109144903,1,232.846909,223.4530605,242.3886387,225.699636,0.39258031,0.401554715,0.418304615,154467,30673,15921,3581,18426984.76,26741828.84,48673183.32,187022176.9,62.1500015,62.1948166,62.2955246,NA,107.1301697,111.42499,106.9976522,108.040677,8895.030282,585.98,585.98,1678.22,0.91,1,0.01,0,1,1,0,0,0,0,6,16.49376415,78.95842453
Yarrunga,1,1,268,31,2,2,0,5,4,9,17,13,183,24,33,16,12,598,42,11,0,2,36,0,1,0,0,0,0,0,0,0,0,0,92,5,2,NA,1,2059.90581,0.489632073,3,257.3844224,252.6363544,248.3581712,247.537709,0.490068746,0.434475406,0.47275885,154467,11864,8412,3203,690167.4385,3032744.395,13343361.09,102048367.7,NA,42.1950302,40.1474953,NA,94.1092232,101.1766099,107.651167,112.3441859,4810.207371,387.28,387.28,131.71,0.11,0.15,0.95,3,0,3,0,1,3,4,0.5,12.34410541,81.66465187
Yarrunga,1,2,74,8,0,1,0,1,0,1,17,1,79,18,15,3,10,217,151,19,0,27,112,3,5,3,4,0,7,0,1,0,0,4,336,11,1,NA,1,2059.90581,0.489632073,3,257.3844224,252.6363544,248.3581712,247.537709,0.490068746,0.434475406,0.47275885,154467,11864,8412,3203,690167.4385,3032744.395,13343361.09,102048367.7,NA,42.1950302,40.1474953,NA,94.1092232,101.1766099,107.651167,112.3441859,4810.207371,387.28,387.28,131.71,0.11,0.15,0.95,3,0,3,0,1,3,4,0.5,15.74329412,85.07315686
1 moderate,0,1,240,34,8,1,0,15,0,15,6,70,18,12,21,16,12,441,12,40,0,0,59,9,5,0,0,0,0,0,0,0,0,0,125,5,2,NA,4,230900,NA,NA,416.2280208,346.9455487,328.8682001,316.973745,0.430206987,0.385749386,0.4260916,45154,8187,2357,1081,681712.6576,4812616.361,21389101.38,112645738.9,NA,39.9253082,37.6746025,34.4898834,70.02464761,81.76663975,100.600795,113.645593,1704.823255,557.75,557.75,1393,NA,NA,0.5,NA,NA,NA,NA,1,1,2,NA,23.43881132,52.63608491
1 moderate,0,2,154,24,66,0,1,21,4,25,10,27,10,3,40,14,12,374,10,2,0,0,14,1,0,0,0,0,0,0,0,0,0,0,27,4,1,NA,4,230900,NA,NA,416.2280208,346.9455487,328.8682001,316.973745,0.430206987,0.385749386,0.4260916,45154,8187,2357,1081,681712.6576,4812616.361,21389101.38,112645738.9,NA,39.9253082,37.6746025,34.4898834,70.02464761,81.76663975,100.600795,113.645593,1704.823255,557.75,557.75,1393,NA,NA,0.5,NA,NA,NA,NA,1,1,2,NA,16.14532075,83.61231132
2 open,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,4,115,26,0,6,126,26,5,0,0,0,0,0,0,0,0,0,304,6,2,NA,4,866.02595,NA,NA,430.5203753,351.0391482,316.7744206,340.782735,0.395494268,0.468427929,0.232086419,3439,2309,481,16,707916.7102,3072208.584,20488556.34,170018173.1,51.2345695,41.9238205,44.2973366,50.0304184,84.46953504,83.03081732,98.22742982,108.8714942,1156.491199,656.04,656.04,1043,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,23.93521698,50.70835849
2 open,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,866.03,NA,NA,430.5203753,351.0391482,316.7744206,340.782735,0.395494268,0.468427929,0.232086419,3439,2309,481,16,707916.7102,3072208.584,20488556.34,170018173.1,51.2345695,41.9238205,44.2973366,50.0304184,84.46953504,83.03081732,98.22742982,108.8714942,1156.491199,656.04,656.04,1043,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,17.68966997,75.01942265
3 open,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,8574.93605,NA,NA,421.4503437,325.7437195,294.5823864,286.737403,0.59818446,0.337797394,0.347826721,2701,578,711,424,826475.2257,5443401.092,21051756.46,97919839.41,47.841465,39.8375015,38.6269951,11.0924006,88.71352807,87.20239129,99.09845403,121.4074236,2258.181494,339.76,339.76,2389,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,17.68966997,75.01942265
3 open,0,2,6,3,0,0,0,0,0,0,0,0,1,0,2,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,4,8574.94,NA,NA,421.4503437,325.7437195,294.5823864,286.737403,0.59818446,0.337797394,0.347826721,2701,578,711,424,826475.2257,5443401.092,21051756.46,97919839.41,47.841465,39.8375015,38.6269951,11.0924006,88.71352807,87.20239129,99.09845403,121.4074236,2258.181494,339.76,339.76,2389,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,16.14532075,83.61231132
4 moderate,0,1,20,4,0,0,0,3,0,3,1,0,0,0,53,4,6,85,328,32,0,406,194,40,17,0,0,0,1,0,0,0,1,0,1019,8,2,NA,4,233600,NA,NA,677.128941,508.6883188,395.1021409,368.206625,0.326276818,0.363597806,0.379906493,36573,7907,2236,376,904289.8548,4056191.076,15761471.42,141477276.2,62.764164,62.9767418,62.893589,61.6403999,113.5905794,113.2560888,130.8615245,138.9739044,7201.188461,405.51,405.51,8284.9,NA,NA,0.4,NA,NA,NA,NA,0,1,1,NA,22.31856122,69.40986735
4 moderate,0,2,65,18,4,0,0,10,3,13,0,0,0,0,37,2,7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,4,233600,NA,NA,677.128941,508.6883188,395.1021409,368.206625,0.326276818,0.363597806,0.379906493,36573,7907,2236,376,904289.8548,4056191.076,15761471.42,141477276.2,62.764164,62.9767418,62.893589,61.6403999,113.5905794,113.2560888,130.8615245,138.9739044,7201.188461,405.51,405.51,8284.9,NA,NA,0.4,NA,NA,NA,NA,0,1,1,NA,17.66366038,82.07457547
6 moderate,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4,560,5,0,27,39,19,0,0,0,0,0,0,2,0,0,0,652,6,2,NA,4,563500,NA,NA,799.7497744,3748.379809,5751.504861,6146.558854,0.214700925,0.293458118,0.33809915,4252,1904,526,153,735811.2252,3068619.963,15402198.1,124848385.1,63,63,63,62.8832283,376.2473873,229.0807913,209.8942249,143.8444031,8621.013193,1023.61,1023.61,10329,NA,NA,0.02,NA,NA,NA,NA,0,0,0,NA,21.61471698,79.87675472
6 moderate,0,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,186,2,0,8,57,14,2,0,0,0,0,0,0,0,0,0,269,6,2,NA,4,563500,NA,NA,799.7497744,3748.379809,5751.504861,6146.558854,0.214700925,0.293458118,0.33809915,4252,1904,526,153,735811.2252,3068619.963,15402198.1,124848385.1,63,63,63,62.8832283,376.2473873,229.0807913,209.8942249,143.8444031,8621.013193,1023.61,1023.61,10329,NA,NA,0.02,NA,NA,NA,NA,0,0,0,NA,17.2344434,82.07457547
8 open,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,4,16603.97835,NA,NA,411.3969953,366.8576934,354.1444176,352.051948,0.330582971,0.32584163,0.304724583,6411,1288,489,124,590800.8061,4897907.522,18109133.94,116801924,62.1309509,62.5845299,62.2988892,53.11726,92.97476771,89.13677161,94.18438269,113.0117903,8248.897609,496.21,496.21,4762,NA,NA,0.05,NA,NA,NA,NA,0,0,0,NA,16.14532075,83.61231132
8 open,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,12,11,0,9,216,5,35,0,0,0,1,0,0,0,0,0,289,7,1,2,4,16603.97835,NA,NA,411.3969953,366.8576934,354.1444176,352.051948,0.330582971,0.32584163,0.304724583,6411,1288,489,124,590800.8061,4897907.522,18109133.94,116801924,62.1309509,62.5845299,62.2988892,53.11726,92.97476771,89.13677161,94.18438269,113.0117903,8248.897609,496.21,496.21,4762,NA,NA,0.05,NA,NA,NA,NA,0,0,0,NA,16.14532075,83.61231132
9 high density,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,11394.2255,NA,NA,513.0009983,398.8927254,277.3512111,250.49144,0.242646374,0.284639532,0.28760468,23403,19433,5678,1732,1368529.92,5749436.087,22580329.37,382471599.4,63,63,63,62.8861122,64.66159269,79.33048254,92.48185052,99.20702125,951.098288,2430.2,951.098288,2310.11,NA,NA,0.75,NA,NA,NA,NA,0,1,1,NA,29.66889796,34.44922449
9 high density,0,2,21,9,11,0,0,0,0,0,2,1,0,0,3,2,7,49,7,1,0,1,22,0,1,0,0,0,0,0,0,0,0,0,32,5,2,1,4,11394.2255,NA,NA,513.0009983,398.8927254,277.3512111,250.49144,0.242646374,0.284639532,0.28760468,23403,19433,5678,1732,1368529.92,5749436.087,22580329.37,382471599.4,63,63,63,62.8861122,64.66159269,79.33048254,92.48185052,99.20702125,951.098288,2430.2,951.098288,2310.11,NA,NA,0.75,NA,NA,NA,NA,0,1,1,NA,17.24228302,75.01942265
10 moderate,0,1,17,3,0,0,0,1,0,1,0,0,0,12,20,1,6,54,32,11,0,120,49,24,4,0,1,0,2,0,0,0,0,0,243,8,2,1,4,11607.43175,NA,NA,447.6488806,422.3468815,450.0623457,472.463289,0.359216359,0.360610508,0.3587761,100871,17186,3759,627,1056113.667,4152530.35,30829685.13,237844516.1,NA,62.9402962,62.9418182,62.914753,105.683126,108.5661099,111.3992732,107.6291538,654.0811161,1278.42,654.0811161,565.54,NA,NA,0.2,NA,NA,NA,NA,0,0,0,NA,22.6981619,75.01942265
10 moderate,0,2,16,10,1,0,1,1,0,1,0,5,0,0,8,0,7,42,13,9,0,7,51,9,2,0,1,0,0,0,0,0,0,0,92,7,2,1,4,11607.43175,NA,NA,447.6488806,422.3468815,450.0623457,472.463289,0.359216359,0.360610508,0.3587761,100871,17186,3759,627,1056113.667,4152530.35,30829685.13,237844516.1,NA,62.9402962,62.9418182,62.914753,105.683126,108.5661099,111.3992732,107.6291538,654.0811161,1278.42,654.0811161,565.54,NA,NA,0.2,NA,NA,NA,NA,0,0,0,NA,17.81808491,75.01942265
11 open,0,1,2,1,1,0,1,0,0,0,0,3,0,0,1,0,6,9,324,112,0,106,477,20,328,0,0,0,0,4,0,1,0,0,1372,8,2,NA,4,280800,NA,NA,404.161412,463.5631194,440.1159504,454.996409,0.386153931,0.392961838,0.4785556,32686,12214,3808,837,612409.7844,4738726.006,27608706.28,158446298.7,62.8333282,62.8121376,62.8342781,62.8139725,70.04180103,87.72625161,106.265906,113.7343154,4448.079849,362.63,362.63,4472.99,NA,NA,0.15,NA,NA,NA,NA,0,0,0,NA,21.39229245,59.83688679
11 open,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,4,13,0,0,4,105,2,20,0,0,0,0,0,0,0,0,0,144,5,1,NA,4,280800,NA,NA,404.161412,463.5631194,440.1159504,454.996409,0.386153931,0.392961838,0.4785556,32686,12214,3808,837,612409.7844,4738726.006,27608706.28,158446298.7,62.8333282,62.8121376,62.8342781,62.8139725,70.04180103,87.72625161,106.265906,113.7343154,4448.079849,362.63,362.63,4472.99,NA,NA,0.15,NA,NA,NA,NA,0,0,0,NA,16.14532075,83.61231132
12 open,0,1,2,0,1,0,0,0,0,0,0,7,0,0,0,0,3,10,22,41,0,6,30,10,5,0,1,0,1,0,0,0,0,0,116,8,2,NA,NA,54309.45389,NA,NA,404.7979649,376.0757518,403.2542406,397.5109929,0.395283333,0.398505011,0.422447365,154467,44915,13522,3728,611955.3369,2595682.742,16315779.31,242683135.3,62.8642006,NA,NA,NA,83.40000322,75.88830097,86.87042699,103.3589436,6767.811785,802.7281319,802.7281319,1524.49,NA,NA,0.05,NA,NA,NA,NA,0,1,1,NA,21.36361321,58.48045283
12 open,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,54309.45389,NA,NA,404.7979649,376.0757518,403.2542406,397.5109929,0.395283333,0.398505011,0.422447365,154467,44915,13522,3728,611955.3369,2595682.742,16315779.31,242683135.3,62.8642006,NA,NA,NA,83.40000322,75.88830097,86.87042699,103.3589436,6767.811785,802.7281319,802.7281319,1524.49,NA,NA,0.05,NA,NA,NA,NA,0,1,1,NA,16.64303774,75.01942265
13 open,0,1,23,0,3,0,0,0,0,0,0,4,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,21393.40353,NA,NA,395.080266,344.3767682,332.817448,314.747967,0.353508973,0.339542129,0.3318381,11533,6139,2304,572,614533.5441,2665431.913,27777546.6,260676879,62.7530861,62.8389282,62.7802162,61.6791954,89.25845983,94.67118576,93.93789946,101.6876726,5066.194109,1046.99,1046.99,1283.44,NA,NA,0.1,NA,NA,NA,NA,0,0,0,NA,21.36361321,58.48045283
13 open,0,2,9,0,0,0,0,1,0,1,0,3,0,0,0,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,21393.40353,NA,NA,395.080266,344.3767682,332.817448,314.747967,0.353508973,0.339542129,0.3318381,11533,6139,2304,572,614533.5441,2665431.913,27777546.6,260676879,62.7530861,62.8389282,62.7802162,61.6791954,89.25845983,94.67118576,93.93789946,101.6876726,5066.194109,1046.99,1046.99,1283.44,NA,NA,0.1,NA,NA,NA,NA,0,0,0,NA,16.14532075,83.61231132
14 open,0,1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,2,23,0,2,0,1,16,1,1,0,0,0,0,0,0,0,0,0,21,5,1,NA,4,182900,NA,NA,403.2657623,364.5936505,333.7628378,357.817549,0.312934645,0.331973017,0.3611672,8840,1741,858,244,780249.0567,5081181.22,21239235.46,241099154.7,62.9397545,62.8378448,62.7884407,56.9314423,82.85125379,79.17548531,89.90814597,102.9397123,4155.339056,1141.58,1141.58,2392.54,NA,NA,0.02,NA,NA,NA,NA,0,0,0,NA,16.14616038,83.05625472
14 open,0,2,104,1,16,0,0,0,0,0,0,4,0,0,0,1,5,126,4,16,0,5,53,1,1,0,2,0,1,0,0,0,0,0,83,8,1,NA,4,182900,NA,NA,403.2657623,364.5936505,333.7628378,357.817549,0.312934645,0.331973017,0.3611672,8840,1741,858,244,780249.0567,5081181.22,21239235.46,241099154.7,62.9397545,62.8378448,62.7884407,56.9314423,82.85125379,79.17548531,89.90814597,102.9397123,4155.339056,1141.58,1141.58,2392.54,NA,NA,0.02,NA,NA,NA,NA,0,0,0,NA,16.14532075,83.61231132
